Distance,Side,Temperature,Humidity,Pressure,Visibility,Wind_Direction,Wind_Speed,Precipitation,Weather_Condition,Junction,Traffic_Signal,Sunrise_Sunset,highway,oneway,lanes,maxspeed,sev_cat
0.0,R,65.0,84.0,30.18,5.0,CALM,0.0,0.0,Cloudy,True,True,Day,tertiary,False,2,25,Major 75 to 125
0.0,R,65.0,84.0,30.18,5.0,CALM,0.0,0.0,Cloudy,True,True,Day,residential,False,2,25,Major 125 to 250
0.0,R,69.0,81.0,29.1,10.0,S,7.0,0.0,Fair,False,False,Night,tertiary,False,2,25,Major 75 to 125
0.0,R,69.0,81.0,29.1,10.0,S,7.0,0.0,Fair,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,75.0,62.0,29.92,10.0,SE,8.0,0.0,Fair,False,False,Day,tertiary,False,2,25,Major 75 to 125
0.0,R,75.0,62.0,29.92,10.0,SE,8.0,0.0,Fair,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,86.0,55.0,29.9,10.0,SW,10.0,0.0,Cloudy,True,True,Day,tertiary,False,2,25,Major 75 to 125
0.0,R,86.0,55.0,29.9,10.0,SW,10.0,0.0,Cloudy,True,True,Day,residential,False,2,25,Major 125 to 250
0.0,R,65.0,78.0,29.72,10.0,NW,8.0,0.0,Fair,False,False,Day,tertiary,False,2,25,Major 75 to 125
0.0,R,65.0,78.0,29.72,10.0,NW,8.0,0.0,Fair,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,92.0,41.0,29.95,10.0,SW,14.0,0.0,Fair,True,True,Day,tertiary,False,2,25,Major 75 to 125
0.0,R,92.0,41.0,29.95,10.0,SW,14.0,0.0,Fair,True,True,Day,residential,False,2,25,Major 125 to 250
0.10000000149,L,68.0,84.0,28.54,10.0,SE,7.0,0.0,Cloudy,False,False,Night,tertiary,False,2,25,Major 75 to 125
0.10000000149,L,68.0,84.0,28.54,10.0,SE,7.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,79.0,36.0,29.78,10.0,SW,16.0,0.0,Fair,False,False,Day,tertiary,False,2,25,Major 75 to 125
0.0,R,79.0,36.0,29.78,10.0,SW,16.0,0.0,Fair,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,93.0,42.0,29.37,10.0,SW,9.0,0.0,Cloudy,False,False,Day,tertiary,False,2,25,Major 75 to 125
0.0,R,93.0,42.0,29.37,10.0,SW,9.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,44.1,93.0,30.16,2.5,E,6.9,0.07,Rain,True,True,Day,tertiary,False,2,25,Major 75 to 125
0.0,R,44.1,93.0,30.16,2.5,E,6.9,0.07,Rain,True,True,Day,residential,False,2,25,Major 125 to 250
0.0,R,46.0,93.0,30.03,10.0,VAR,4.6,0.0,Rain,False,False,Day,tertiary,False,2,25,Major 75 to 125
0.0,R,46.0,93.0,30.03,10.0,VAR,4.6,0.0,Rain,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,58.0,49.0,30.22,10.0,VAR,3.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
2.99000000954,R,68.0,47.0,29.9,10.0,VAR,5.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,32.0,88.0,30.02,10.0,CALM,0.0,0.0,Fair,False,False,Night,residential,False,2,25,Major below 75
0.0,R,70.0,42.0,29.87,10.0,VAR,3.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,36.0,89.0,30.21,8.0,E,10.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major below 75
0.0,R,86.0,7.0,28.68,7.0,SW,7.0,0.0,Fair,False,False,Day,primary,True,2,35,Major above 250
0.0,R,82.0,28.0,28.62,10.0,SW,9.0,0.0,Fair,False,False,Day,primary,True,2,35,Major above 250
0.0,R,91.0,21.0,28.7,10.0,CALM,0.0,0.0,Cloudy,False,False,Day,primary,True,2,35,Major above 250
0.479999989271,L,65.0,72.0,28.75,10.0,CALM,0.0,0.0,Fair,False,True,Day,primary,True,2,35,Major above 250
0.0,R,90.0,29.0,28.66,7.0,SW,12.0,0.0,Fair,False,False,Day,primary,True,2,35,Major above 250
0.351,R,82.0,30.0,28.61,7.0,W,8.0,0.0,Fair,False,True,Night,primary,True,2,35,Major above 250
0.46999999880800003,L,72.0,44.0,29.49,10.0,SE,12.0,0.0,Cloudy,False,True,Day,primary,True,4,35,Major 75 to 125
0.46999999880800003,L,72.0,44.0,29.49,10.0,SE,12.0,0.0,Cloudy,False,True,Day,secondary,False,2,25,Major 125 to 250
0.0,R,64.0,70.0,29.93,10.0,CALM,0.0,0.0,Cloudy,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,65.0,23.0,29.9,10.0,CALM,0.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,78.0,45.0,29.57,10.0,VAR,5.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,72.0,55.0,29.89,10.0,CALM,0.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,65.0,73.0,29.75,8.0,W,5.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,60.0,80.0,29.89,6.0,CALM,0.0,0.0,Fog,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,65.0,52.0,30.01,10.0,NW,9.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,69.0,75.0,29.83,10.0,CALM,0.0,0.0,Fair,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,80.0,54.0,29.69,10.0,W,6.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,75.0,64.0,29.57,10.0,CALM,0.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,70.0,73.0,29.74,10.0,CALM,0.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,70.0,73.0,29.62,10.0,CALM,0.0,0.0,Cloudy,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,72.0,68.0,29.72,10.0,W,3.0,0.0,Fair,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,80.0,47.0,29.55,10.0,W,6.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,74.0,68.0,29.66,7.0,CALM,0.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,65.0,81.0,29.71,10.0,W,3.0,0.0,Fair,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,69.0,73.0,29.76,8.0,CALM,0.0,0.0,Fair,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,81.0,58.0,29.71,6.0,VAR,3.0,0.0,Fog,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,79.0,54.0,29.85,10.0,S,8.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,71.0,66.0,29.71,10.0,W,8.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,68.0,70.0,29.76,10.0,CALM,0.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,62.0,80.0,29.78,10.0,CALM,0.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,67.0,49.0,30.03,10.0,SW,6.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,64.0,63.0,29.78,10.0,W,5.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,61.0,78.0,29.64,9.0,CALM,0.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,63.0,81.0,29.96,10.0,SE,6.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,57.0,77.0,29.71,5.0,CALM,0.0,0.02,Rain,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,74.0,40.0,29.89,10.0,NW,14.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,70.0,53.0,29.69,10.0,NW,6.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,57.0,81.0,29.85,10.0,CALM,0.0,0.0,Cloudy,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,57.0,81.0,29.84,10.0,CALM,0.0,0.0,Cloudy,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,60.0,78.0,29.99,10.0,W,6.0,0.0,Cloudy,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,61.0,44.0,29.56,10.0,N,7.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,66.0,48.0,29.57,10.0,CALM,0.0,0.0,Cloudy,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,52.0,89.0,29.65,5.0,CALM,0.0,0.0,Cloudy,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,61.0,64.0,29.8,10.0,CALM,0.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,64.0,63.0,29.78,10.0,VAR,3.0,0.0,Cloudy,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,63.0,78.0,29.81,4.0,E,3.0,0.0,Fog,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,63.0,72.0,29.77,10.0,W,8.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.0,R,65.0,39.0,29.76,10.0,N,3.0,0.0,Fair,False,False,Day,residential,False,3,25,Major 125 to 250
0.083,R,58.0,67.0,29.95,10.0,CALM,0.0,0.0,Fair,False,False,Night,residential,False,3,25,Major 125 to 250
0.0,R,90.0,55.0,29.99,10.0,VAR,6.0,0.0,Cloudy,False,True,Day,tertiary,False,4,35,Major 125 to 250
0.0,R,93.0,42.0,29.53,10.0,S,9.0,0.0,Fair,False,False,Day,tertiary,False,4,35,Major 125 to 250
0.0,R,67.0,68.0,29.76,10.0,W,3.0,0.0,Fair,False,False,Night,tertiary,False,4,35,Major 125 to 250
0.0,R,88.0,51.0,29.56,10.0,VAR,7.0,0.0,Fair,False,False,Day,tertiary,False,4,35,Major 125 to 250
0.0,R,66.0,30.0,29.55,10.0,NW,12.0,0.0,Fair,False,False,Day,tertiary,False,4,35,Major 125 to 250
0.0,R,23.0,78.0,30.25,10.0,N,8.1,0.0,Cloudy,False,True,Day,tertiary,False,4,35,Major 125 to 250
0.0,R,65.0,81.0,29.68,10.0,NE,6.0,0.0,Cloudy,False,False,Day,secondary,True,2,25,Major above 250
0.01,R,37.9,83.0,29.78,9.0,E,9.2,0.0,Rain,False,False,Day,primary,False,4,35,Major 125 to 250
1.95,R,30.9,89.0,29.86,3.0,W,16.1,0.0,Snow,False,False,Night,primary,False,4,35,Major 125 to 250
0.01,R,45.0,97.0,29.48,5.0,N,11.5,0.0,Rain,False,False,Day,primary,False,4,35,Major 125 to 250
0.289999991655,R,40.0,86.0,29.65,10.0,S,5.0,0.0,Cloudy,False,True,Night,primary,False,4,35,Major 125 to 250
0.0,R,67.0,81.0,28.96,10.0,SE,3.0,0.0,Fair,False,False,Night,primary,False,4,35,Major 125 to 250
0.0,R,75.0,40.0,28.84,10.0,SE,14.0,0.0,Fair,False,False,Day,primary,False,4,35,Major 125 to 250
0.8100000023839999,R,75.0,53.0,29.94,10.0,NW,10.0,0.0,Cloudy,False,True,Day,primary,False,4,35,Major 125 to 250
0.0,R,26.1,51.0,29.9,9.0,NW,20.7,0.0,Cloudy,False,False,Day,primary,False,4,35,Major 125 to 250
0.0,R,35.0,78.0,28.96,5.0,NE,17.0,0.0,Snow,False,False,Day,tertiary,True,2,45,Major above 250
0.0,R,30.0,85.0,30.27,1.0,NE,13.8,0.0,Snow,False,False,Night,tertiary,True,2,45,Major above 250
0.0,R,72.0,53.0,29.68,10.0,NW,12.0,0.0,Cloudy,False,False,Day,motorway,True,3,50,Major above 250
0.0,R,47.0,63.0,29.79,10.0,SW,3.0,0.0,Cloudy,False,False,Night,secondary,False,2,35,Major below 75
0.0,R,47.0,63.0,29.79,10.0,SW,3.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major 75 to 125
2.25999999046,R,33.1,92.0,29.57,2.0,NW,16.1,0.1,Snow,False,False,Day,secondary,False,2,35,Major below 75
2.25999999046,R,33.1,92.0,29.57,2.0,NW,16.1,0.1,Snow,False,False,Day,residential,False,2,25,Major 75 to 125
0.0,R,82.0,45.0,29.99,10.0,NW,5.0,0.0,Fair,False,False,Day,residential,False,2,25,Major 75 to 125
0.0,R,55.0,62.0,29.06,10.0,CALM,0.0,0.0,Fair,False,False,Night,residential,False,2,25,Major 75 to 125
0.0,R,54.0,86.0,29.81,2.0,VAR,5.0,0.25,Rain,False,False,Night,residential,False,2,25,Major below 75
0.0,R,54.0,86.0,29.81,2.0,VAR,5.0,0.25,Rain,False,False,Night,secondary,True,3,35,Major below 75
0.0,R,76.0,60.0,29.84,10.0,W,12.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,76.0,60.0,29.84,10.0,W,12.0,0.0,Cloudy,False,False,Day,secondary,True,3,35,Major below 75
0.0,R,33.0,70.0,29.72,10.0,N,8.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,43.0,31.0,29.78,10.0,E,6.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
3.84999990463,R,62.0,39.0,29.36,10.0,N,8.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,63.0,90.0,29.22,7.0,SE,8.0,0.12,Rain,False,False,Night,residential,False,2,25,Major below 75
0.0,R,55.0,45.0,29.5,10.0,SE,3.0,0.0,Fair,False,False,Night,residential,False,2,25,Major below 75
0.0,R,60.0,49.0,29.65,10.0,N,9.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,43.0,86.0,29.65,10.0,N,17.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major below 75
0.0,R,43.0,82.0,29.46,10.0,NW,17.0,0.02,Rain,False,False,Night,residential,False,2,25,Major below 75
0.0,R,23.0,53.0,29.8,10.0,N,12.0,0.0,Fair,False,False,Night,residential,False,2,25,Major below 75
0.0,R,29.0,56.0,29.71,10.0,SE,6.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,56.0,40.0,29.3,10.0,NE,3.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,63.0,52.0,29.19,10.0,S,13.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,58.0,30.0,29.5,10.0,NW,8.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,88.0,48.0,29.5,10.0,CALM,0.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,96.0,32.0,29.41,10.0,VAR,3.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
3.84999990463,R,94.0,30.0,29.33,10.0,SW,5.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,93.0,32.0,29.37,10.0,NW,9.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,91.0,27.0,29.43,10.0,SW,10.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,81.0,27.0,29.3,10.0,NE,9.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
1.2999999523199999,R,79.0,74.0,29.33,10.0,NE,9.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,72.0,87.0,29.36,9.0,S,3.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,81.0,56.0,29.45,10.0,S,3.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major below 75
0.0,R,91.0,48.0,29.4,10.0,VAR,3.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,75.0,82.0,29.63,10.0,S,5.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,89.0,46.0,29.48,10.0,CALM,0.0,0.0,Fair,False,False,Night,residential,False,2,25,Major below 75
0.0,R,81.0,50.0,29.54,10.0,NE,3.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major below 75
0.0,R,92.0,47.0,29.27,10.0,NE,10.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,92.0,41.0,29.36,10.0,N,6.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,91.0,52.0,29.22,10.0,SW,6.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,74.0,87.0,29.37,10.0,W,5.0,0.0,T-Storm,False,False,Night,residential,False,2,25,Major below 75
0.0,R,83.0,24.0,29.41,10.0,NE,7.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,59.0,75.0,29.54,10.0,CALM,0.0,0.0,Fair,False,False,Day,residential,False,2,25,Major below 75
0.0,R,84.0,49.0,29.43,10.0,W,7.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,89.0,50.0,29.51,10.0,E,5.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,62.0,72.0,29.16,10.0,NW,6.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
3.8099999427799998,R,72.0,33.0,29.39,10.0,CALM,0.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,64.0,67.0,29.41,10.0,SW,12.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,83.0,33.0,29.46,10.0,S,13.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
1.09000003338,R,43.0,65.0,29.49,10.0,NW,7.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,82.0,33.0,29.23,10.0,S,10.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,65.0,68.0,29.2,10.0,SE,7.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major below 75
0.0,R,70.0,63.0,29.09,10.0,SW,13.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
3.84999990463,R,45.0,86.0,29.76,10.0,SW,6.9,0.02,Cloudy,False,False,Night,residential,False,2,25,Major below 75
0.0,R,36.0,67.0,30.06,9.0,VAR,6.9,0.0,Snow,False,False,Day,residential,False,2,25,Major below 75
1.05999994278,R,35.1,92.0,30.18,2.0,NW,11.5,0.02,Drizzle,False,False,Day,residential,False,2,25,Major below 75
0.0,R,23.0,88.0,30.02,0.5,NW,11.5,0.01,Snow,False,False,Day,residential,False,2,25,Major below 75
0.0,R,41.0,65.0,30.07,10.0,NW,16.1,0.0,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.0,R,42.1,85.0,30.21,10.0,SE,5.8,0.02,Cloudy,False,False,Day,residential,False,2,25,Major below 75
0.479999989271,R,26.0,84.0,29.21,1.0,NW,12.0,0.03,Snow,False,False,Night,tertiary,False,2,40,Major 125 to 250
0.899999976158,R,60.0,55.0,29.92,10.0,N,9.0,0.0,Fair,False,False,Day,tertiary,False,2,40,Major 125 to 250
0.899999976158,R,82.0,79.0,29.93,10.0,E,9.0,0.0,Fair,False,False,Night,tertiary,False,2,40,Major 125 to 250
0.108,R,75.0,87.0,29.79,10.0,S,9.0,0.0,Fair,False,False,Night,tertiary,False,2,40,Major 125 to 250
0.108,R,75.0,94.0,29.99,10.0,SE,5.0,0.0,Fair,False,False,Day,tertiary,False,2,40,Major 125 to 250
0.0,R,73.0,94.0,29.85,1.0,E,9.0,0.0,Rain,False,False,Day,trunk,True,2,50,Major 75 to 125
0.59,R,79.0,54.0,29.72,10.0,NW,8.0,0.0,Cloudy,False,True,Day,trunk,True,2,50,Major 75 to 125
0.49000000953699996,R,60.0,80.0,29.9,10.0,S,13.0,0.02,Rain,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,37.0,70.0,29.78,10.0,SE,6.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,37.0,70.0,29.78,10.0,SE,6.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,54.0,51.0,29.39,10.0,SE,6.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,46.0,76.0,29.6,15.0,NW,6.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,46.0,100.0,29.42,7.0,W,6.0,0.0,Fair,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,30.0,93.0,29.57,0.75,N,29.0,0.0,Snow,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,54.0,77.0,29.17,10.0,W,31.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,48.0,71.0,29.25,10.0,W,20.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,28.0,93.0,29.28,10.0,CALM,0.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major 125 to 250
0.49000000953699996,R,80.0,29.0,29.79,10.0,SW,5.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,72.0,94.0,29.38,3.0,SW,7.0,0.0,T-Storm,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,64.0,59.0,29.32,10.0,W,8.0,0.0,Fair,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,86.0,37.0,29.21,10.0,NW,5.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,81.0,74.0,29.23,10.0,NE,10.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,61.0,94.0,29.3,2.0,N,5.0,0.0,Fog,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,61.0,88.0,29.35,10.0,N,5.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,66.0,49.0,29.35,10.0,S,3.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,52.0,63.0,29.54,10.0,E,10.0,0.0,Rain,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,52.0,63.0,29.54,10.0,E,10.0,0.0,Rain,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,52.0,71.0,29.35,10.0,NW,16.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
0.0,R,46.0,100.0,29.45,5.0,NE,6.0,0.0,Cloudy,False,False,Night,residential,False,2,25,Major 125 to 250
0.40000000596,R,64.0,67.0,30.07,10.0,S,7.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
3.8599998951,L,25.0,78.0,29.71,1.5,SW,20.7,0.0,Snow,False,False,Night,residential,False,2,25,Major 125 to 250
0.0,R,41.0,96.0,29.58,2.0,NE,13.8,0.22,Rain,False,False,Day,residential,False,2,25,Major 125 to 250
0.421,R,59.0,63.0,29.73,10.0,E,16.0,0.0,Cloudy,False,False,Day,residential,False,2,25,Major 125 to 250
1.388,R,52.0,93.0,28.67,8.0,CALM,0.0,0.0,Fair,False,True,Night,residential,False,2,25,Major 125 to 250
0.215,R,48.0,89.0,29.28,1.0,NW,5.0,0.0,Fog,True,False,Day,residential,False,2,25,Major 125 to 250
0.01,R,39.0,82.0,30.22,10.0,S,4.6,0.0,Clear,False,True,Night,secondary,False,3,40,Major below 75
0.01,R,39.0,82.0,30.22,10.0,S,4.6,0.0,Clear,False,True,Night,tertiary,False,2,35,Major above 250
0.01,R,38.5,44.0,29.89,10.0,NW,27.6,0.93,Clear,True,False,Night,secondary,False,3,40,Major below 75
0.01,R,38.5,44.0,29.89,10.0,NW,27.6,0.93,Clear,True,False,Night,tertiary,False,2,35,Major above 250
0.01,R,38.5,44.0,29.89,10.0,NW,27.6,0.93,Clear,True,False,Night,secondary,False,3,40,Major below 75
0.01,R,38.5,44.0,29.89,10.0,NW,27.6,0.93,Clear,True,False,Night,tertiary,False,2,35,Major above 250
0.01,R,33.1,89.0,30.14,0.8,E,8.1,0.03,Snow,False,False,Day,secondary,False,3,40,Major below 75
0.01,R,33.1,89.0,30.14,0.8,E,8.1,0.03,Snow,False,False,Day,tertiary,False,2,35,Major above 250
2.17000007629,L,20.0,81.0,29.92,10.0,CALM,0.0,0.0,Cloudy,False,True,Day,secondary,False,3,40,Major below 75
2.17000007629,L,20.0,81.0,29.92,10.0,CALM,0.0,0.0,Cloudy,False,True,Day,tertiary,False,2,35,Major above 250
1.09000003338,L,28.0,69.0,29.91,10.0,CALM,0.0,0.0,Cloudy,False,False,Night,secondary,False,3,40,Major below 75
1.09000003338,L,28.0,69.0,29.91,10.0,CALM,0.0,0.0,Cloudy,False,False,Night,tertiary,False,2,35,Major above 250
0.0,R,30.0,82.0,29.39,1.0,N,10.0,0.02,Snow,False,False,Night,secondary,False,3,40,Major below 75
0.0,R,30.0,82.0,29.39,1.0,N,10.0,0.02,Snow,False,False,Night,tertiary,False,2,35,Major above 250
0.0,R,37.0,52.0,30.07,10.0,NW,16.0,0.0,Fair,False,False,Day,secondary,False,3,40,Major below 75
0.0,R,37.0,52.0,30.07,10.0,NW,16.0,0.0,Fair,False,False,Day,tertiary,False,2,35,Major above 250
0.0,R,54.0,42.0,29.64,10.0,NW,15.0,0.0,Fair,False,False,Day,secondary,False,3,40,Major below 75
0.0,R,54.0,42.0,29.64,10.0,NW,15.0,0.0,Fair,False,False,Day,tertiary,False,2,35,Major above 250
0.0,R,14.0,80.0,30.01,10.0,CALM,0.0,0.0,Cloudy,False,False,Day,secondary,False,3,40,Major below 75
0.0,R,14.0,80.0,30.01,10.0,CALM,0.0,0.0,Cloudy,False,False,Day,tertiary,False,2,35,Major above 250
0.0,R,70.0,49.0,29.69,10.0,SW,5.0,0.0,Fog,False,False,Day,secondary,False,3,40,Major below 75
0.0,R,70.0,49.0,29.69,10.0,SW,5.0,0.0,Fog,False,False,Day,tertiary,False,2,35,Major above 250
0.0,R,60.0,47.0,29.76,10.0,VAR,3.0,0.0,Cloudy,False,False,Day,secondary,False,3,40,Major below 75
0.0,R,60.0,47.0,29.76,10.0,VAR,3.0,0.0,Cloudy,False,False,Day,tertiary,False,2,35,Major above 250
0.0,R,58.0,52.0,29.75,10.0,SE,5.0,0.0,Fair,False,False,Night,secondary,False,3,40,Major below 75
0.0,R,58.0,52.0,29.75,10.0,SE,5.0,0.0,Fair,False,False,Night,tertiary,False,2,35,Major above 250
0.0,R,50.0,63.0,29.58,10.0,NW,13.0,0.0,Cloudy,False,False,Day,secondary,False,3,40,Major below 75
0.0,R,50.0,63.0,29.58,10.0,NW,13.0,0.0,Cloudy,False,False,Day,tertiary,False,2,35,Major above 250
0.0,R,48.0,63.0,29.68,10.0,NW,12.0,0.0,Cloudy,False,False,Night,secondary,False,3,40,Major below 75
0.0,R,48.0,63.0,29.68,10.0,NW,12.0,0.0,Cloudy,False,False,Night,tertiary,False,2,35,Major above 250
0.0,R,52.0,77.0,29.74,6.0,S,7.0,0.02,Rain,False,False,Day,secondary,False,3,40,Major below 75
0.0,R,52.0,77.0,29.74,6.0,S,7.0,0.02,Rain,False,False,Day,tertiary,False,2,35,Major above 250
0.0,R,49.0,36.0,29.75,10.0,NW,15.0,0.0,Cloudy,False,False,Day,secondary,False,3,40,Major below 75
0.0,R,49.0,36.0,29.75,10.0,NW,15.0,0.0,Cloudy,False,False,Day,tertiary,False,2,35,Major above 250
0.0,R,37.0,46.0,29.95,10.0,S,12.0,0.0,Cloudy,False,False,Night,secondary,False,3,40,Major below 75
